,Title,Author,Editor,AutGen,EdGen,AutM,AutF,EdM,EdF,Type,Importance,Year,Publisher,Convener,Rank,Cluster,Level,Weighted,Senior,Female,single.female,single.male,Single,Top,Top.Press,two,three,female.comale,female.cofemale,Self,male.comale,male.cofemale,Male,book,article
4595,International Organization,"Clark, William Roberts; Reichert, Usha Nair; Lomas, Sandra Lynn; Parker, Kevin L.",,MFFM,,2,2,0,0,Article,Background,1998,,M,Professor,IPE,Undergrad,0.5,1,1,0,0,0,1,0,0,0,1,0,FALSE,0,1,0,0,1
4597,The International debt crisis in historical perspective,"Eichengreen, Barry J.; Lindert, Peter H.",,MM,,2,0,0,0,Book,Background,1989,The MIT Press,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
4598,Capital ideas: the IMF and the rise of financial liberalization,"Chwieroth, Jeffrey M.",,M,,1,0,0,0,Book,Essential,2010,Princeton University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4599,The World Bank Economic Review,"Braun, M.; Raddatz, C.",,MM,,2,0,0,0,Article,Background,2010,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4600,The Asian financial crisis and the architecture of global finance,"Noble, Gregory W.; Ravenhill, John",,MM,,2,0,0,0,Book,Background,2000,Cambridge University Press,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
4601,Global Governance,"Griesgraber, Jo Marie",,F,,0,1,0,0,Article,Background,2009,,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
4602,Macroeconomics,"Dornbusch, Rudiger; Fischer, Stanley; Startz, Richard",,MMM,,3,0,0,0,Book,Essential,1998,McGraw-Hill,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
4603,Review of International Political Economy,"Porter, Tony",,M,,1,0,0,0,Article,Background,2003,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4604,Crisis as catalyst: Asia's dynamic political economy,"Cohen, Benjamin J.","MacIntyre, Andrew J.; Pempel, T. J.; Ravenhill, John",M,MMM,1,0,3,0,Book,Background,2008,Cornell University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4607,Review of International Political Economy,"McNamara, Kathleen R.",,F,,0,1,0,0,Article,Background,2008,,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
4608,The international gold standard: money and empire,"De Cecco, Marcello",,M,,1,0,0,0,Book,Background,1984,Pinter,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
4609,Review of International Political Economy,"Donnelly, Shawn",,M,,1,0,0,0,Article,Background,2014,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4610,World power and world money: the role of hegemony and international monetary order,"Walter, Andrew",,M,,1,0,0,0,Book,Background,1993,Harvester Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
4611,Political economy in macroeconomics,"Drazen, Allan",,M,,1,0,0,0,Book,Background,2000,Princeton University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4612,The currency of ideas: monetary politics in the European Union,"McNamara, Kathleen R.",,F,,0,1,0,0,Book,Background,1998,Cornell University Press,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
4613,International Organization,"Singer, David Andrew",,M,,1,0,0,0,Article,Background,2004,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
4614,Review of International Political Economy,"Golub, Stephen; Kaya, Ayse; Reay, Michael",,MFM,,2,1,0,0,Article,Background,2014,,M,Professor,IPE,Undergrad,0.333,1,1,0,0,0,0,0,0,1,1,0,FALSE,0,1,0,0,1
4619,IMF Staff Papers,"Rodrik, Dani; Subramanian, Arvind",,MM,,2,0,0,0,Article,Background,2009,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4621,World Politics,"Deeg, Richard; O'Sullivan, Mary A.",,MF,,1,1,0,0,Article,Background,2009,,M,Professor,IPE,Undergrad,0.5,1,1,0,0,0,1,0,1,0,1,0,FALSE,0,1,0,0,1
4623,International monetary co-operation since Bretton Woods,"James, Harold",,M,,1,0,0,0,Book,Background,1996,International Monetary Fund,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
4625,International Organization,"Rosenbluth, Frances; Schaap, Ross",,FM,,1,1,0,0,Article,Background,2003,,M,Professor,IPE,Undergrad,0.5,1,1,0,0,0,1,0,1,0,1,0,FALSE,0,1,0,0,1
4626,Sovereign wealth and sovereign power: the strategic consequences of American indebtedness,"Setser, Brad",,M,,1,0,0,0,Book,Background,2008,Council on Foreign Relations NY,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
4627,International Organization,"Nelson, Stephen C.; Katzenstein, Peter J.",,MM,,2,0,0,0,Article,Background,2014,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
4628,The Journal of Economic History,"Bordo, Michael D.; Rockoff, Hugh",,MM,,2,0,0,0,Article,Background,1996,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4629,Re-forming capitalism: institutional change in the German political economy,"Streeck, Wolfgang",,M,,1,0,0,0,Book,Background,2009,Oxford University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4630,New Political Economy,"McDowell, Daniel",,M,,1,0,0,0,Article,Background,2012,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4632,The Atlantic Monthly,"Johnson, Simon",,M,,1,0,0,0,Article,Background,2009,Atlantic,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4633,Foreign Affairs,"Krugman, Paul R.",,M,,1,0,0,0,Article,Background,1995,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4634,Review of International Political Economy,"Helleiner, Eric",,M,,1,0,0,0,Article,Background,1995,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4635,International Studies Quarterly,"Pluemper, Thomas; Troeger, Vera E.; Winner, Hannes",,MFM,,2,1,0,0,Article,Background,2009,,M,Professor,IPE,Undergrad,0.333,1,1,0,0,0,1,0,0,1,1,0,FALSE,0,1,0,0,1
4636,International Organization,"Webb, Michael C.",,M,,1,0,0,0,Article,Background,1991,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
4637,International Organization,"Frieden, Jeffry A.",,M,,1,0,0,0,Article,Essential,1991,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
4638,International Politics,"Seabrooke, Leonard",,M,,1,0,0,0,Article,Background,2007,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4639,Open Economies Review,"Cohen, Benjamin J.",,M,,1,0,0,0,Article,Background,2012,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4640,The Great Wall of money: power and politics in China's international monetary relations,"Wang, Hongying","Helleiner, Eric; Kirshner, Jonathan",F,MM,0,1,2,0,Book,Background,2014,Cornell University Press,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
4641,The international monetary and financial system: developing-country perspectives,"Helleiner, Gerald K.",,M,,1,0,0,0,Book,Background,1995,Palgrave Macmillan,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4643,Globalizing capital: a history of the international monetary system,"Eichengreen, Barry J.",,M,,1,0,0,0,Book,Essential,2008,Princeton University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4644,"Money, power and space","Martin, Ron","Corbridge, Stuart; Martin, Ron; Thrift, N. J.",M,MMM,1,0,3,0,Book,Background,1994,Blackwell Publishing,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
4645,Governing finance: East Asia's adoption of international standards,"Walter, Andrew",,M,,1,0,0,0,Book,Background,2008,Cornell University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4646,Global governance and financial crises,"Aglietta, M.","Desai, Meghnad; Said, Yahia",M,MM,1,0,2,0,Book,Background,2003,Routledge,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4647,International financial institutions: dealing with new global challenges,"Camdessus, Michel",,M,,1,0,0,0,Book,Background,2005,Per Jacobsson Foundation,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
4648,Toward a Leaderless Currency System,"Cohen, Benjamin J.",,M,,1,0,0,0,Article,Background,2008,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4650,"Monetary orders: ambiguous economics, ubiquitous politics","Grabel, Ilene","Kirshner, Jonathan",F,M,0,1,1,0,Book,Background,2003,Cornell University Press,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
4651,World Politics,"Goodman, John B.; Pauly, Louis W.",,MM,,2,0,0,0,Article,Background,1993,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
4654,American Economic Review,"Schularick, Moritz; Taylor, Alan M.",,MM,,2,0,0,0,Article,Background,2012,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4657,World Economy,"Killick, Tony",,M,,1,0,0,0,Article,Background,1996,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4658,From economic crisis to reform: IMF programs in Latin America and Eastern Europe,"Pop-Eleches, Grigore",,M,,1,0,0,0,Book,Background,2009,Princeton University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4659,World Politics,"Steinberg, David A.; Malhotra, Krishan",,MM,,2,0,0,0,Article,Background,2014,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
4660,World Politics,"Mastanduno, Michael",,M,,1,0,0,0,Article,Background,2009,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
4661,Mad money,"Strange, Susan",,F,,0,1,0,0,Book,Essential,1998,Manchester University Press,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0
4662,The Great Wall of money: power and politics in China's international monetary relations,"Walter, Andrew","Helleiner, Eric; Kirshner, Jonathan",M,MM,1,0,2,0,Book,Background,2014,Cornell University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4663,Studies in Comparative International Development,"Babb, Sarah",,F,,0,1,0,0,Article,Background,2003,,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
4664,The euro at ten: the next global currency?,"Posen, Adam Simon; Pisani-Ferry, Jean",,MM,,2,0,0,0,Book,Background,2009,Institute for International Economics,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
4665,The Great Wall of money: power and politics in China's international monetary relations,"Steinberg, David A.","Helleiner, Eric; Kirshner, Jonathan",M,MM,1,0,2,0,Book,Background,2014,Cornell University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4666,International Organization,"Gould, Erica R.",,F,,0,1,0,0,Article,Background,2003,,M,Professor,IPE,Undergrad,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,0,0,1
4668,Journal of Common Market Studies,"McNamara, Kathleen R.",,F,,0,1,0,0,Article,Background,1999,,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
4670,Brookings Papers on Economic Activity,"Cooper, Richard N.; Tarullo, Daniel K.; Williamson, John",,MMM,,3,0,0,0,Article,Background,1999,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4672,Handbook of international relations,"Tomz, Michael","Carlsnaes, Walter; Risse-Kappen, Thomas; Simmons, Beth A.",M,MMF,1,0,2,1,Book,Essential,2013,Sage Publications Ltd.,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
4674,Review of International Political Economy,"Goodhart, Lucy M.",,F,,0,1,0,0,Article,Background,2015,,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
4675,Review of International Political Economy,"Fioretos, Orfeo",,M,,1,0,0,0,Article,Background,2010,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4676,International Migration Review,"Wood, Charles H.; Gibson, Chris L.; Ribeiro, Ludmila; Hamsho-Diaz, Paula",,MMFF,,2,2,0,0,Article,Background,2010,,M,Professor,IPE,Undergrad,0.5,1,1,0,0,0,0,0,0,0,1,0,FALSE,0,1,0,0,1
4677,International Studies Quarterly,"Copelovitch, Mark S.",,M,,1,0,0,0,Article,Background,2010,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
4678,France after hegemony: international change and financial reform,"Loriaux, Michael Maurice",,M,,1,0,0,0,Book,Background,1991,Cornell University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4679,Capital ungoverned: liberalizing finance in interventionist states,"Loriaux, Michael Maurice",,M,,1,0,0,0,Book,Background,1997,Cornell University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4680,Capital ideas: the IMF and the rise of financial liberalization,"Chwieroth, Jeffrey M.",,M,,1,0,0,0,Book,Background,2010,Princeton University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4681,Who elected the bankers?: surveillance and control in the world economy,"Pauly, Louis W.",,M,,1,0,0,0,Book,Background,1997,Cornell University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4682,World Politics,"Pepinsky, Thomas B.",,M,,1,0,0,0,Article,Essential,2008,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
4684,American empire and the political economy of global finance,"Panitch, Leo; Konings, Martijn",,MM,,2,0,0,0,Book,Background,2008,Palgrave Macmillan,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
4685,Regulation and Supervision: An Ethical Perspective,"Kane, Edward J.","Berger, Allen N.; Molyneux, Philip; Wilson, John O. S.",M,MMM,1,0,3,0,Book,Background,2008,Oxford University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4686,Fault lines: how hidden fractures still threaten the world economy,"Rajan, Raghuram",,M,,1,0,0,0,Book,Background,2010,Princeton University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4688,European Review of Economic History,"Ferguson, Niall; Schularick, Moritz",,MM,,2,0,0,0,Article,Background,2008,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4689,Governance in a global economy: political authority in transition,"Cohen, Benjamin J.","Kahler, Miles; Lake, David A.",M,MM,1,0,2,0,Book,Background,2003,Princeton University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4690,International Organization,"Kapstein, Ethan Barnaby",,M,,1,0,0,0,Article,Background,1992,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
4691,Review of International Studies,"Helleiner, Eric ",,M,,1,0,0,0,Article,Background,1992,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4693,International Organization,"Sandholtz, Wayne",,M,,1,0,0,0,Article,Background,1993,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
4694,International Organization,"Haggard, Stephan; Maxfield, Sylvia",,MF,,1,1,0,0,Article,Background,1996,,M,Professor,IPE,Undergrad,0.5,1,1,0,0,0,1,0,1,0,1,0,FALSE,0,1,0,0,1
4696,Governance in a global economy: political authority in transition,"Eichengreen, Barry J.","Kahler, Miles; Lake, David A.",M,MM,1,0,2,0,Book,Background,2003,Princeton University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4697,Double-edged diplomacy: international bargaining and domestic politics,"Kahler, Miles","Evans, Peter B.; Jacobson, Harold Karan; Putnam, Robert D.",M,MMM,1,0,3,0,Book,Essential,1993,University of California Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
4698,Explaining international relations since 1945,"Walter, Andrew","Woods, Ngaire",M,F,1,0,0,1,Book,Background,1996,Oxford University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4700,Review of International Political Economy,"Spendzharova, Aneta B.",,F,,0,1,0,0,Article,Background,2014,,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
4702,IDEAS Working Paper Series,"Taylor, John",,M,,1,0,0,0,Article,Background,2010,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4703,The geography of money,"Cohen, Benjamin J.",,M,,1,0,0,0,Book,Essential,1998,Cornell University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4705,States in the global economy: bringing domestic institutions back in,"Weiss, Linda",,F,,0,1,0,0,Book,Background,2003,Cambridge University Press,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
4707,Quarterly Journal of Political Science,"Mian, Atif; Sufi, Amir; Trebbi, Francesco",,MM,,2,0,0,0,Article,Background,2010,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4708,International Organization,"Hall, Peter A.; Franzese, Robert J.",,MM,,2,0,0,0,Article,Background,1998,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
4709,World Development,"Maxfield, Sylvia",,F,,0,1,0,0,Article,Background,1998,,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
4710,European monetary integration,"Gros, Daniel; Thygesen, Niels",,MM,,2,0,0,0,Book,Background,1998,Prentice-Hall,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
4711,The political economy of European monetary unification,"Eichengreen, Barry J.; Frieden, Jeffry A.",,MM,,2,0,0,0,Book,Background,2001,Westview Press,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
4713,The Pacific Review,"Walter, Andrew",,M,,1,0,0,0,Article,Background,2006,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4715,Journal of Law and Economics,"Dreher, Axel",,M,,1,0,0,0,Article,Background,2007,University of Chicago Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4716,European Journal of International Law,"Barr, M. S.",,M,,1,0,0,0,Article,Background,2006,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4717,International Politics,"Oatley, Thomas",,M,,1,0,0,0,Article,Background,2004,Palgrave Macmillan,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
4718,"The globalizers: the IMF, the World Bank, and their borrowers","Woods, Ngaire",,F,,0,1,0,0,Book,Background,2007,Cornell University Press,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
4719,American Journal of Political Science,"Quinn, Dennis P.; Toyoda, A. Maria",,MF,,1,1,0,0,Article,Background,2007,,M,Professor,IPE,Undergrad,0.5,1,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
4720,Review of International Political Economy,"Norrlof, Carla",,F,,0,1,0,0,Article,Background,2014,,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
4722,Can nations agree?: issues in international economic cooperation,"Eichengreen, Barry J.","Cooper, Richard N.",M,M,1,0,1,0,Book,Background,1989,Brookings Institution Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
4723,Review of International Political Economy,"Lall, Ranjit",,M,,1,0,0,0,Article,NA,2012,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4724,Who adjusts?: domestic sources of foreign economic policy during the interwar years,"Simmons, Beth A.",,F,,0,1,0,0,Book,Background,1994,Princeton University Press,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
4725,"Crisis of conservatism?: the Republican Party, the conservative movement and American politics after Bush","DeMuth, Christopher","Peele, Gillian; Aberbach, Joel D.",M,MF,1,0,1,1,Book,Background,2011,Oxford University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4727,Journal of European Public Policy,"Posner, Elliot; Veron, Nicolas",,MM,,2,0,0,0,Article,Background,2010,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4728,"Monetary orders: ambiguous economics, ubiquitous politics","Kirshner, Jonathan",,M,,1,0,0,0,Book,Background,2003,Cornell University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4729,US hegemony and international organizations: the United States and multilateral institutions,"Woods, Ngaire","Foot, Rosemary; MacFarlane, S. Neil; Mastanduno, Michael",F,FMM,0,1,2,1,Book,Essential,2003,Oxford University Press,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
4730,Journal of Common Market Studies,"Cohen, Benjamin J.",,M,,1,0,0,0,Article,Background,2003,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4731,American Journal of Political Science,"Stasavage, David",,M,,1,0,0,0,Article,Background,2003,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4732,The political economy of globalization,"Woods, Ngaire",,F,,0,1,0,0,Book,Background,2000,St. Martin's Press,M,Professor,IPE,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0
4733,"Finance and world politics: markets, regimes and states in the post-hegemonic era","Cerny, Philip G.",,M,,1,0,0,0,Book,Background,1993,E. Elgar,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
4734,Economic Studies,"Quintyn, Marc; Taylor, Michael W.",,MM,,2,0,0,0,Article,Background,2003,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4735,New Political Economy,"Jayasuriya, Kanishka",,M,,1,0,0,0,Article,Background,2005,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4736,European Union Politics,"Duckenfield, M.; Aspinwall, M.",,MM,,2,0,0,0,Article,Background,2010,,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4737,Controlling institutions: international organizations and the global economy,"Stone, Randall W.",,M,,1,0,0,0,Book,Background,2010,Cambridge University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4738,Financial Stability Report,"Haldane, Andrew; Taylor, Ashley",,MM,,2,0,0,0,Article,Background,1996,The Bank,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
4741,Contending with capital flows: what is different about the 1990s?,"Eichengreen, Barry J.; Fishlow, Albert",,MM,,2,0,0,0,Book,Background,1996,Council on Foreign Relations NY,M,Professor,IPE,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
4742,US-China-EU relations: managing the new world order,"Walter, Andrew","Ross, Robert S.; Tunsjoe, Oystein; Zhang, Tuosheng",M,MMM,1,0,3,0,Book,Background,2010,Routledge,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
4743,International Organization,"Bearce, David H.",,M,,1,0,0,0,Article,Background,2003,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
4744,Review of International Political Economy,"Kirshner, Jonathan",,M,,1,0,0,0,Article,Background,2014,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
4745,International Organization,"Kang, David C. ",,M,,1,0,0,0,Article,Background,2002,,M,Professor,IPE,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
4747,Review of International Political Economy,"Laetz, Susanne; Kranke, Matthias",,FM,,1,1,0,0,Article,Background,2014,,M,Professor,IPE,Undergrad,0.5,1,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
4748,The politics of the Euro-zone: stability or breakdown?,"Dyson, Kenneth H.F.",,M,,1,0,0,0,Book,Background,2000,Oxford University Press,M,Professor,IPE,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
